عدد;الرمز;اسم الشهادة بالعربية;المجال;nom certificat en français;مدة الدراسة;التخصصات;نوع البكالوريا;التنفيل الجغرافي;تتطلب اختبارات;لها شروط خاصة;المؤسسة;الجامعة;الولاية;صيغة مجموع النقاط;تفسير صيغة مجموع النقاط;الآفاق الجامعية;الآفاق المهنية;score2019;score2020;score2021;score2022;score2023;score2024;score2025
56;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;آداب;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;116.85;107.42;116.02;109.91;112.14;115.42;104.78
57;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;رياضيات;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;153.04;122.59;143.79;152.61;155.21;110.4;136.07
58;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;علوم تجريبية;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;149.94;126.67;137.4;129.01;142.73;151.81;124.25
59;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;اقتصاد وتصرف;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;91.83;92.9;78.19;114.56;91.42;107.59;81.2
60;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;العلوم التقنية;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;134.22;125.32;135.63;135.54;118.55;122.96;127.63
61;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;علوم الإعلامية;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;126.13;99.87;125.66;133.65;153.65;115.93;131.52
62;10102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;رياضة;نعم;لا;لا;كلية العلوم الإنسانية والاجتماعية بتونس;جامعة تونس;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;131.15;0;176.41;84.92;116.26;143.52;147.62
63;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;آداب;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;112.83;101.07;109.95;104.45;109.67;113.23;99.8
64;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;رياضيات;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;153.07;107.87;124.01;127.62;147.37;109.73;125.3
65;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;علوم تجريبية;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;148.79;121.62;136.4;127.15;149.1;132.97;129.11
66;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;اقتصاد وتصرف;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;81.16;80.77;80.85;105.35;90.42;94.34;86.52
67;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;العلوم التقنية;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;124.77;133.94;135.89;129.76;120.41;131.94;119.64
68;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;علوم الإعلامية;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;109.24;102.21;140.57;119.04;132.91;121.93;131.9
69;11102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة;رياضة;نعم;لا;لا;كلية الآداب والفنون والإنسانيات بمنوبة;جامعة منوبة;منوبة;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;0;118.3;149.73;83.01;157.57;168.92;0
70;12102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة+الإنقليزية والعلاقات الدولية;آداب;نعم;لا;لا;المعهد العالي للعلوم الإنسانية بتونس;جامعة تونس المنار;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;127.11;124.97;134.92;128.7;128.3;130.89;126.99
71;12102;الإجازة في الإنقليزيّة;الآداب واللغات والمراحل التحضيرية الأدبية;Licence en Anglais;03 سنوات;اللغة والآدب والحضارة+الإنقليزية والعلاقات الدولية;رياضيات;نعم;لا;لا;المعهد العالي للعلوم الإنسانية بتونس;جامعة تونس المنار;تونس;FG+ANG;الصيغة الإجمالية+الإنقليزية;ماجستير بحث-ماجستير مهني;أستاذ إنقليزية بالتعليم الإعدادي والثانوي أو السلك المشترك بالجامعة أو بالتكوين المهني+السياحة+المؤسسات الاقتصادية الأجنبية+المنظمات الدولية+البعثات الديبلوماسية+الترجمة;139.98;125.33;156.05;137.9;136.29;150.78;0
